2739417	2739458
2781150	2781241
2781288	2781380
2781426	2781511
2811110	2811148
2885165	2885195
2885348	2885376
2885403	2885443
2885464	2885500
2885530	2885564
2896760	2896798
2902293	2902327
2937711	2937752
2954345	2954432
2954451	2954536
2973115	2973329
2997836	2997892
3007131	3007334
3007465	3008186
3028352	3028387
3031663	3031698
3039789	3039828
3052718	3052759
3053916	3053955
3081169	3081256
3081415	3082072
3085804	3085864
3121330	3121488
3168417	3168454
3189276	3189316
3220229	3220547
3221686	3221727
3247987	3248011
3249132	3249172
3262929	3263012
3321032	3324211
3364662	3364710
3368642	3368930
3368988	3369036
3369044	3374374
3400372	3401262
3401278	3401394
3401496	3401539
3413814	3413840
3413846	3413879
3413902	3413952
3431557	3431926
3455820	3455858
3468567	3468601
3473149	3473189
3496141	3496865
3502220	3502254
3532204	3532243
3555484	3555521
3568127	3568561
3599308	3599528
3603658	3603691
3623020	3623157
3648017	3648063
3648231	3648284
3651412	3651464
3651517	3651569
3651574	3651624
3665903	3666139
3666148	3666257
3666260	3666338
3666354	3666612
3666671	3666711
3666731	3666780
3666830	3666872
3686290	3686368
3686374	3686504
3736200	3736535
3744372	3744577
3751123	3751157
3755131	3755174
3774971	3775014
3796116	3802284
3802292	3802292
3825704	3825741
3827252	3827291
3833263	3833301
3834870	3834910
3870473	3875867
3875871	3875975
3877447	3878171
3915020	3915111
3931650	3931692
3969614	3975207
3975222	3975338
3975370	3975451
3986296	3986334
3997718	3997753
3999887	3999921
4001303	4001337
4018933	4018977
4020358	4020400
4020871	4020952
4021235	4021292
4028701	4028735
4029673	4029701
4047022	4047059
4049150	4049192
4107631	4107665
4120215	4120388
4120414	4125749
4125797	4125881
4129442	4129533
4129731	4129779
4129928	4129969
4130011	4130045
4130072	4130189
4130204	4131095
4162363	4167990
4172744	4172786
4175954	4175994
4192307	4192343
4199695	4199772
4210353	4210395
4219631	4219669
4227372	4227533
4268135	4268181
4272030	4272070
4293228	4293271
4294149	4294185
4299781	4299883
4312001	4312089
4341931	4342009
4342161	4342244
4360160	4360858
4390708	4391428
4405517	4406347
4456521	4465704
4466429	4467283
4476352	4477376
4489020	4490228
4505474	4505517
4505535	4505615
4523160	4523195
4528129	4528170
4539763	4539856
4539880	4539973
4539995	4540086
4551354	4551388
4551401	4551437
4555007	4555044
4555745	4555776
4558585	4558617
